Gender,Age,Academic_degree,Years_Experience,Years_experience_lastorganization,Sector,Department,JobTitle,MonthlySalary,Allowances,MedicalInsurance,Bonus,OverTime,Payment_Overtime,Rewards&Wages_Satisfaction,Get_ Deserved_Promotion,Training_programs_ During_last_three_years,Useful_Training_Programs,Business_Travel,Job_Support,Recognition,Emotional_Commitment,Job_Engagement,Distance_to_work,Work_Live_Balance,Physical_Stress,Psychological_Exhaustion,Job_Stability,Health_Issues,Environment_Satisfaction,Job_Satisfaction,Job_Opportunities,Maritalstatus_married,Maritalstatus_single
1,1,2,1,1,3,1,49,2,2,1,0,0,3,0,0,1,1,1,2,1,2,2,1,2,1,1,0,0,2,2,1,0,1
1,2,3,2,2,7,8,58,2,3,0,0,0,1,1,0,1,1,1,2,1,2,2,2,2,2,2,1,0,2,2,1,1,0
0,2,1,2,1,3,9,26,2,2,1,1,0,1,0,0,0,0,2,2,0,1,2,2,2,1,2,1,0,2,1,0,1,0
1,1,2,1,1,7,8,58,1,0,0,0,0,1,0,0,0,0,1,2,1,3,2,2,2,2,2,0,0,3,2,1,1,0
0,3,3,2,2,3,19,15,3,1,1,1,1,3,1,1,0,0,1,1,0,2,2,1,2,1,1,1,0,2,2,1,1,0
1,2,2,1,1,7,8,59,1,0,0,1,0,1,1,0,1,1,1,1,1,3,2,2,2,1,0,0,0,2,2,1,1,0
0,1,1,2,1,11,13,11,1,2,1,1,1,3,0,1,1,1,1,2,1,2,1,1,2,1,1,0,0,3,2,0,0,1
1,1,1,1,1,3,19,33,1,2,1,0,0,1,0,0,0,0,1,1,0,2,2,2,2,0,0,0,0,2,2,1,1,0
1,1,1,2,2,6,13,11,1,3,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,2,0,0,2,1,0,1,0
1,1,2,1,1,7,10,59,1,0,0,0,1,3,0,1,1,1,1,1,1,2,2,2,2,2,2,1,0,2,2,1,1,0
0,1,2,1,1,10,6,50,2,0,1,1,1,2,0,0,1,0,2,2,1,1,2,1,2,0,1,0,0,2,2,0,0,1
1,1,2,2,2,7,8,58,2,1,1,0,1,2,1,1,1,1,3,2,1,3,2,3,2,2,0,1,0,3,3,0,1,0
0,2,2,2,1,11,1,20,4,1,1,1,0,1,1,1,2,1,2,2,1,2,2,1,1,0,2,1,1,2,2,1,1,0
1,1,2,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,3,1,3,2,2,2,1,2,0,0,3,3,1,0,1
0,1,1,1,1,10,13,11,1,0,1,0,0,1,0,0,0,1,1,2,0,2,1,3,2,2,1,0,0,2,2,0,0,1
0,1,2,2,2,13,2,44,2,3,1,1,1,3,1,1,2,1,2,2,1,2,2,2,2,1,1,1,0,2,2,1,0,1
1,1,2,2,2,0,6,50,2,1,1,0,0,1,0,0,1,1,1,2,1,3,1,2,2,0,0,1,0,2,2,1,1,0
1,2,3,2,2,7,1,2,2,0,1,1,0,2,1,1,3,1,2,3,1,3,2,2,2,1,1,1,1,3,3,1,1,0
0,1,1,2,1,7,1,57,1,0,1,1,1,3,1,1,3,1,2,3,1,3,2,1,2,2,2,1,0,2,2,1,0,1
1,2,1,3,1,11,17,31,2,0,1,0,0,1,0,0,0,0,1,1,0,1,1,3,2,2,2,0,0,2,1,1,1,0
0,2,2,1,1,5,0,0,2,0,0,0,0,1,1,0,1,1,1,3,1,2,1,1,2,1,1,0,0,2,2,1,1,0
1,1,2,1,1,7,1,30,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,3,2,2,2,0,0,1,1,0,1,0
0,2,2,3,3,8,2,17,2,2,1,0,1,3,0,0,0,0,1,3,1,3,3,2,3,1,0,1,0,3,3,1,1,0
1,2,2,2,1,11,4,48,2,1,1,1,0,1,1,1,1,1,1,2,1,2,3,2,2,1,1,1,1,2,2,1,1,0
0,2,2,2,2,12,14,23,3,0,1,0,0,1,1,0,1,1,1,2,1,2,2,2,2,0,0,0,0,2,2,1,1,0
1,4,1,1,1,7,1,46,1,0,0,1,1,2,0,0,0,0,1,1,1,3,3,3,1,2,0,1,0,2,2,1,1,0
0,3,1,2,2,11,6,51,1,2,1,1,1,3,1,1,1,1,1,3,1,3,2,3,1,0,1,0,0,3,2,1,1,0
0,2,1,4,1,13,6,57,1,2,0,1,1,3,0,0,1,1,1,2,0,2,2,3,2,2,2,0,0,2,2,1,1,0
1,1,2,2,2,3,19,33,1,2,1,1,1,3,1,1,1,1,3,3,1,3,1,3,1,0,0,0,0,2,1,0,1,0
1,1,1,2,2,7,1,30,2,4,1,1,1,3,1,1,2,1,1,3,1,3,2,2,2,0,1,1,0,2,3,0,0,1
1,1,1,1,1,0,13,11,1,0,1,1,1,3,0,0,0,0,1,1,0,2,2,3,3,2,0,0,0,3,2,1,1,0
1,3,2,3,1,7,1,57,1,0,1,0,1,2,0,1,2,1,1,2,1,3,2,2,2,1,2,0,0,3,2,1,1,0
0,2,3,2,2,8,17,31,2,1,1,0,0,1,1,1,1,1,1,3,1,3,1,2,2,2,2,1,0,2,2,1,1,0
0,2,2,2,1,7,1,30,1,2,1,1,0,1,0,0,1,1,2,2,1,2,2,1,1,2,1,0,0,2,2,0,1,0
0,1,2,1,1,3,1,2,2,3,1,1,1,3,1,1,3,1,2,3,1,3,2,2,2,0,1,1,0,3,3,0,1,0
0,2,2,2,2,3,19,33,2,3,1,1,1,3,1,1,2,1,2,3,1,3,3,3,2,2,0,1,1,3,2,1,1,0
1,1,2,1,1,3,19,38,3,2,1,1,1,3,1,1,3,1,1,3,1,2,2,2,1,1,1,0,0,2,2,1,1,0
1,1,2,1,1,14,16,28,1,0,1,0,0,2,0,0,0,0,1,1,1,3,3,1,2,1,1,1,0,3,2,0,1,0
1,1,2,1,1,3,13,11,1,1,1,0,0,3,0,0,0,1,1,1,0,1,1,3,1,2,2,0,1,1,1,0,0,1
0,1,2,1,1,3,19,38,2,2,1,1,1,3,1,1,3,1,3,3,1,3,3,1,2,1,1,1,0,3,3,0,0,1
1,1,3,1,1,7,8,59,1,2,0,0,1,2,0,0,0,0,1,1,0,1,3,1,2,1,2,1,0,2,3,1,1,0
1,3,3,3,3,11,0,19,2,4,1,1,1,3,1,1,1,1,2,3,1,3,2,1,3,1,1,1,0,2,2,1,1,0
1,1,2,2,2,11,13,46,2,3,1,1,1,3,1,1,3,1,2,3,0,3,2,1,3,1,0,1,0,3,3,0,0,1
1,1,2,1,1,7,8,58,1,0,0,0,0,1,0,0,1,1,1,2,1,1,2,1,3,2,2,0,0,1,1,0,0,1
0,1,2,2,1,11,12,5,2,2,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1,0,1,0,2,3,1,1,0
1,3,2,5,5,7,8,58,1,1,0,0,1,2,0,0,1,1,1,2,1,3,2,2,3,1,1,0,0,3,2,1,1,0
1,1,2,1,1,14,16,28,2,0,0,0,1,2,0,0,1,1,1,1,0,3,1,2,3,0,2,0,0,1,2,0,1,0
1,2,2,1,1,12,2,13,1,0,1,0,0,1,0,0,1,0,1,1,0,1,1,1,2,0,0,0,0,1,1,0,1,0
0,2,2,2,2,3,19,15,3,4,1,1,1,3,1,1,3,1,1,3,1,2,2,1,3,1,0,1,0,2,3,0,1,0
0,3,2,3,3,1,1,2,3,0,1,1,1,3,1,1,2,1,3,2,1,2,2,2,2,0,0,1,1,2,2,1,1,0
0,1,2,2,2,3,2,57,3,2,1,0,1,2,1,1,3,1,2,2,1,3,2,2,2,0,0,1,0,2,2,1,0,1
1,2,2,2,2,11,6,52,2,2,1,0,0,1,0,0,2,1,2,2,0,1,3,2,3,1,1,0,0,3,3,0,1,0
0,1,2,1,1,9,2,8,2,1,0,0,1,2,0,0,0,0,2,1,0,3,3,2,2,1,1,0,0,2,2,1,0,1
1,1,1,1,1,7,4,10,2,0,1,1,1,3,1,1,3,1,2,3,1,3,2,2,1,0,0,1,1,3,2,1,0,1
0,3,3,1,1,3,19,15,3,1,1,1,0,3,1,1,1,1,2,3,1,3,3,1,3,0,0,1,0,3,3,0,1,0
1,1,1,1,1,7,8,58,1,0,0,0,0,1,1,0,1,1,1,2,1,2,3,2,3,2,2,1,0,1,2,0,0,1
0,1,2,2,1,1,1,54,2,0,1,0,0,1,0,0,0,0,2,2,1,3,1,2,2,0,0,1,1,3,2,1,0,1
1,1,1,2,1,2,2,21,1,0,0,0,0,2,1,0,0,0,1,2,0,2,2,3,3,0,1,0,0,2,1,1,0,1
1,1,2,1,1,3,2,25,1,0,0,0,0,2,0,0,0,0,1,1,0,1,1,3,1,2,2,0,0,1,1,0,0,1
1,2,2,2,1,7,8,58,1,0,1,0,0,1,0,0,1,0,1,1,0,2,2,2,2,2,2,0,0,2,2,0,1,0
0,3,4,3,2,3,19,15,4,4,1,1,1,3,1,1,3,1,3,3,1,3,2,2,2,2,2,1,1,3,3,1,1,0
0,1,2,1,1,13,3,39,1,0,0,0,0,1,0,0,1,1,1,2,1,2,1,1,3,1,1,0,0,1,1,1,0,1
1,1,2,1,1,3,13,11,1,0,1,1,0,1,0,0,0,0,1,2,1,2,2,1,2,1,1,1,0,2,2,0,0,1
0,1,1,1,1,12,2,17,1,2,0,0,1,3,0,0,2,1,2,2,1,2,2,3,1,1,1,0,0,2,1,1,0,1
1,1,1,3,3,12,6,52,1,1,0,1,1,3,1,1,1,1,1,2,0,3,2,1,3,0,0,1,0,3,3,0,0,1
1,2,2,1,1,12,6,52,1,2,1,1,0,1,0,0,2,1,1,1,1,3,3,2,1,2,2,0,0,2,2,1,0,1
0,2,3,2,1,3,19,15,4,1,1,0,1,2,0,0,1,0,3,1,0,2,2,1,1,2,2,0,0,2,2,1,1,0
0,1,1,1,1,3,5,55,1,0,1,0,0,3,0,0,0,0,1,2,0,2,2,2,2,1,2,0,0,2,1,0,0,1
1,1,2,1,1,7,8,29,2,0,0,0,0,1,1,0,0,0,1,1,0,1,2,3,3,1,2,0,0,2,1,1,0,1
1,2,2,2,2,0,1,2,2,2,1,0,0,2,0,0,1,0,1,1,1,3,2,3,2,2,0,1,1,3,2,1,1,0
1,2,2,1,1,3,6,51,2,2,1,0,0,1,1,0,0,0,1,1,0,1,3,1,2,2,2,0,0,2,3,1,1,0
1,3,2,2,2,3,19,15,2,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,2,2,2,0,0,1,1,0,1,0
0,2,3,2,2,7,8,58,2,0,1,0,0,1,1,1,3,1,1,3,1,3,2,2,2,1,0,1,0,2,2,0,1,0
0,1,2,2,1,5,1,2,1,2,0,0,0,2,0,0,0,1,1,2,0,2,2,2,2,2,2,0,0,2,2,0,0,1
1,2,2,5,5,8,4,10,3,2,1,0,0,1,1,1,1,1,2,3,1,3,2,1,2,0,1,1,0,3,3,0,0,0
1,1,2,1,1,10,13,11,3,2,1,1,1,3,0,0,1,1,2,2,0,1,3,3,3,0,2,1,0,2,2,1,1,0
0,3,2,5,3,0,13,11,4,2,1,0,0,1,0,1,1,1,2,1,1,2,2,1,3,2,1,0,0,2,2,0,1,0
0,2,1,1,1,11,0,19,1,0,0,0,0,1,0,0,0,0,1,2,1,2,2,2,2,1,0,0,0,2,2,1,1,0
0,2,3,2,1,11,2,36,2,2,1,1,0,2,0,0,1,0,1,2,0,2,1,1,1,2,2,0,0,1,1,1,1,0
1,1,2,1,1,12,6,51,1,2,0,0,0,2,1,1,1,1,2,3,1,3,2,2,2,0,0,0,0,2,2,1,0,1
1,1,2,2,1,1,6,51,1,0,1,0,1,3,0,0,0,0,1,1,0,1,2,2,2,1,1,0,0,1,2,1,0,1
1,1,3,2,1,3,1,57,2,1,0,1,1,3,1,1,1,1,2,3,1,3,2,2,1,0,1,1,0,3,3,1,0,1
1,1,2,1,1,10,0,0,2,0,0,0,1,3,1,1,3,1,1,2,1,3,2,2,2,0,0,0,0,2,2,0,1,0
1,1,2,1,1,11,0,0,2,4,1,1,1,2,1,1,2,1,1,2,0,2,1,1,2,1,2,1,0,1,1,1,0,1
1,1,2,1,1,3,9,26,2,0,1,0,0,1,0,0,1,1,1,2,1,2,2,2,2,0,0,0,0,2,2,1,0,1
1,1,2,2,1,5,1,2,2,2,1,1,1,3,1,0,0,0,1,1,0,1,2,2,2,1,1,0,0,1,1,1,0,1
1,2,2,2,2,7,8,58,2,0,1,0,0,1,0,1,0,0,1,3,1,3,2,2,2,1,1,1,0,2,3,0,1,0
0,3,1,5,2,3,18,57,2,0,1,0,1,3,1,1,1,1,2,3,1,3,3,2,3,2,0,1,0,3,3,1,1,0
1,1,2,1,1,12,6,52,1,2,1,0,1,3,0,0,1,0,1,1,0,2,1,2,2,2,2,0,0,2,1,1,0,1
1,2,2,1,1,7,8,58,2,0,0,0,0,1,0,0,0,0,1,1,1,1,2,2,2,0,0,0,0,2,3,1,1,0
0,1,2,3,3,11,11,60,4,2,1,1,1,1,0,0,0,1,1,2,1,1,2,2,2,1,1,0,0,1,1,1,0,1
0,3,2,2,2,13,6,9,2,1,0,0,1,3,0,1,0,0,1,2,1,3,2,2,2,2,1,1,0,2,2,0,0,1
1,2,1,1,1,1,6,51,1,0,1,1,1,3,1,0,0,0,1,2,0,2,1,3,2,2,0,0,0,1,1,0,0,1
1,2,2,1,1,3,19,33,1,0,1,0,0,3,0,0,0,0,1,1,0,1,3,1,2,0,0,0,0,3,1,0,0,1
1,2,1,2,1,3,19,13,1,2,0,0,0,1,0,0,2,1,1,2,0,1,3,1,3,2,2,0,0,2,1,1,1,0
1,1,3,2,2,3,19,33,1,3,0,0,0,1,1,0,3,1,1,3,1,3,2,2,2,0,0,0,0,2,2,0,1,0
0,2,2,1,1,3,1,2,2,2,1,0,1,2,0,0,0,0,1,1,1,2,2,1,2,1,2,0,0,2,2,0,1,0
0,2,1,1,1,12,9,32,1,3,1,1,1,3,1,1,3,1,3,3,1,2,3,2,2,2,0,1,1,2,2,0,1,0
1,1,1,1,1,5,9,57,1,0,1,1,1,3,0,0,0,0,1,3,1,2,2,2,2,1,1,0,0,2,2,0,0,1
0,2,2,2,2,11,1,20,3,1,1,1,1,3,1,1,1,1,2,3,1,3,2,2,1,2,1,1,1,2,3,1,0,1
1,1,2,2,1,3,4,48,2,1,1,0,0,1,1,0,2,1,1,2,1,2,2,1,2,0,0,0,0,2,2,1,1,0
1,1,1,2,2,11,2,53,2,2,1,0,0,1,1,1,2,1,2,3,1,3,2,2,2,1,1,1,0,3,2,0,1,0
0,1,2,1,1,11,13,46,2,0,1,0,0,1,1,0,0,0,1,2,1,2,2,1,2,1,0,1,0,3,2,0,0,1
1,2,3,2,2,12,6,52,3,2,1,1,0,2,0,0,1,0,1,2,0,2,3,1,3,0,0,1,0,2,2,1,1,0
0,1,1,1,1,3,13,46,2,1,1,0,0,1,1,1,1,1,1,3,1,3,3,1,2,1,1,0,1,2,2,1,0,1
0,3,2,5,1,12,6,50,2,2,1,1,1,2,0,0,0,0,3,1,0,2,1,3,1,2,2,1,0,1,2,1,1,0
0,3,2,2,2,7,8,58,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,2,1,2,2,0,1,1,1,1,1,0
1,2,2,2,2,7,8,58,2,0,1,1,0,1,1,1,3,1,1,2,0,2,2,2,2,0,1,1,0,2,2,0,1,0
0,2,3,2,2,3,1,2,3,1,1,1,1,3,1,1,1,1,1,2,1,2,2,1,2,0,1,1,0,2,2,1,0,1
1,2,3,3,3,10,1,2,2,4,1,1,1,3,1,1,2,1,1,3,1,1,3,1,3,0,0,0,0,2,2,0,1,0
0,3,3,1,1,11,0,1,2,0,0,0,1,2,0,0,0,0,1,1,0,3,1,2,1,2,2,0,0,1,1,1,1,0
1,2,2,3,3,7,8,58,3,0,0,0,0,1,1,1,2,1,1,1,0,2,1,1,2,2,2,0,0,2,2,0,1,0
0,2,2,3,3,7,8,58,3,1,0,0,1,3,1,1,3,1,1,3,1,3,3,1,3,1,0,1,0,3,2,0,1,0
0,2,2,4,4,6,13,11,2,3,1,1,1,3,1,1,1,1,1,3,1,3,2,2,2,0,1,1,1,2,2,0,1,0
1,1,2,1,1,12,6,51,1,2,1,0,1,3,0,0,1,0,2,1,0,1,2,2,1,1,1,0,0,2,1,1,0,1
1,1,2,2,1,12,6,51,1,2,0,0,1,2,0,0,1,1,2,2,1,2,2,3,2,2,2,0,0,2,1,1,0,1
0,1,2,1,1,9,7,8,1,2,1,1,1,2,1,1,1,1,1,2,1,2,2,2,1,2,2,1,0,2,2,1,0,1
1,2,2,1,1,7,8,58,1,0,0,0,0,1,0,0,1,1,1,1,1,1,2,1,2,1,0,1,0,2,2,0,1,0
0,2,3,1,1,6,15,26,2,4,1,1,1,3,1,1,3,1,3,3,1,3,2,2,2,0,0,1,0,2,2,1,1,0
1,2,3,2,2,11,12,5,3,2,1,0,0,1,1,1,2,1,1,2,1,3,3,2,2,1,1,1,0,3,2,0,1,0
1,1,2,2,2,7,8,58,1,0,0,0,0,1,1,1,3,1,1,3,1,3,3,1,3,0,0,1,0,3,3,1,1,0
1,3,2,5,5,7,8,58,2,0,0,0,0,1,1,0,3,1,1,2,1,3,3,2,2,2,2,1,0,3,3,0,1,0
1,4,1,7,7,7,8,58,2,1,0,0,0,1,0,0,1,1,1,1,1,2,3,2,3,1,1,1,1,3,2,1,1,0
1,2,2,2,2,3,13,46,2,1,0,0,0,1,0,0,3,0,1,1,0,1,2,3,2,1,2,0,0,2,1,1,1,0
1,1,2,1,1,1,0,0,2,2,1,0,0,1,0,1,0,0,1,1,0,3,1,2,1,1,2,1,0,2,1,0,0,1
0,2,2,3,3,7,8,58,2,1,0,0,0,1,0,0,1,1,1,1,0,2,2,2,2,2,1,0,0,2,2,0,1,0
1,1,1,1,1,3,13,46,1,1,1,0,1,3,1,1,0,1,1,2,1,3,2,2,3,1,0,1,0,3,3,0,0,1
1,1,2,1,1,7,10,59,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,3,2,2,0,0,1,1,1,0,1
0,1,2,2,1,11,1,20,1,0,0,1,0,2,1,1,0,0,2,3,1,3,3,2,3,1,0,0,0,3,3,1,0,1
1,3,2,2,2,11,0,19,4,2,1,1,0,1,0,0,0,1,1,2,1,3,2,2,3,0,1,1,0,2,2,1,1,0
1,2,2,1,1,7,8,58,1,0,1,0,0,1,0,0,0,0,1,1,0,1,2,2,2,2,2,0,0,2,1,0,1,0
0,3,2,4,1,0,15,41,7,3,1,1,0,1,0,0,2,1,1,2,0,3,2,2,2,0,2,0,0,2,2,1,1,0
0,1,2,1,1,13,14,24,1,2,1,0,0,2,0,0,0,0,2,2,1,2,2,1,2,2,1,0,0,2,2,1,0,1
0,1,1,2,1,8,2,17,1,2,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,2,2,1,0,1,1,0,0,1
1,1,1,1,1,7,1,30,1,0,1,0,0,1,0,0,2,1,1,2,1,2,2,2,2,2,2,0,0,1,2,0,0,1
0,2,3,4,1,12,1,30,1,0,0,0,0,1,1,0,1,1,1,1,0,2,1,1,2,0,0,0,0,2,1,0,1,0
1,1,3,1,1,7,8,58,2,3,1,0,1,2,0,1,2,1,1,1,0,2,2,2,1,2,2,0,0,2,2,1,0,1
0,2,2,2,2,12,1,57,3,2,1,1,0,1,1,1,1,1,2,3,1,2,2,2,2,0,0,1,0,3,3,0,1,0
1,1,2,1,1,11,6,52,1,0,0,0,0,1,0,0,0,0,1,1,0,1,2,1,2,1,2,0,0,1,1,1,0,1
1,1,2,1,1,3,19,34,2,2,1,0,1,2,0,0,0,0,1,2,0,3,2,2,2,2,2,1,0,1,1,0,0,1
0,2,3,2,2,1,1,2,3,2,1,1,1,3,1,1,1,1,3,3,1,2,2,2,2,0,1,1,1,2,2,1,1,0
1,2,4,2,2,3,19,15,7,4,1,1,1,3,1,1,2,1,1,3,1,2,2,2,1,1,1,1,0,2,2,0,1,0
1,2,3,1,1,3,13,46,2,0,1,0,0,1,0,0,0,0,1,1,0,1,1,2,1,1,2,0,0,1,1,0,1,0
0,1,2,2,1,3,13,11,2,0,1,0,0,1,0,0,2,1,1,2,1,2,1,2,2,0,0,0,0,2,2,1,0,1
0,2,2,1,1,3,19,33,1,3,1,1,1,3,1,1,2,1,2,3,1,3,2,2,2,0,0,1,0,2,2,0,0,0
1,1,2,1,1,6,14,24,2,2,1,1,0,1,1,1,1,1,1,2,1,2,2,2,1,1,2,0,0,2,2,1,0,1
0,1,1,2,2,3,13,46,2,0,1,1,1,3,1,1,2,1,1,2,1,2,2,2,2,0,0,1,0,2,3,1,0,1
1,1,2,1,1,1,1,2,2,2,1,1,0,3,1,1,0,0,1,2,1,3,3,1,3,2,2,1,0,3,3,0,0,1
1,1,2,2,1,6,2,42,3,0,1,1,1,3,1,1,1,1,2,2,1,2,2,2,2,0,1,1,1,3,2,1,1,0
0,1,2,1,1,11,9,26,2,2,1,1,0,1,0,0,0,0,1,1,0,3,2,2,1,1,1,1,0,3,1,0,0,1
1,1,2,1,1,0,1,30,2,1,0,1,0,1,1,1,2,1,1,2,1,2,2,2,3,1,1,0,0,2,2,0,0,1
1,1,2,1,1,7,8,58,1,0,1,1,0,1,1,1,1,1,1,3,1,3,3,3,2,0,0,1,0,2,2,0,0,1
0,2,2,4,1,0,13,11,2,2,1,1,1,3,0,0,3,1,2,1,0,1,1,2,2,2,2,0,0,2,1,0,1,0
1,1,1,1,1,8,6,50,1,2,1,1,0,2,0,0,1,0,2,3,1,3,2,1,1,2,2,1,0,1,2,1,0,1
1,1,2,1,1,1,1,54,1,0,0,0,0,1,1,0,0,0,1,1,0,3,3,1,3,0,2,1,1,3,1,1,1,0
1,2,2,2,1,3,1,54,1,0,1,1,0,1,1,0,1,1,1,2,1,3,2,2,3,1,1,0,0,3,3,0,0,1
1,1,2,2,2,6,1,2,1,0,0,0,0,1,0,0,0,0,1,1,0,1,3,2,2,1,1,0,0,1,1,0,1,0
1,2,2,2,2,8,2,36,3,2,1,1,1,3,1,1,2,1,2,3,1,3,2,2,2,2,1,1,0,3,3,0,1,0
0,2,3,2,2,11,6,50,2,4,1,1,1,3,1,1,2,1,3,3,1,3,3,1,3,0,0,1,0,3,2,0,1,0
1,1,3,2,2,3,1,2,3,3,1,1,1,3,1,1,3,1,1,3,1,3,2,2,2,1,2,0,1,2,3,1,0,0
0,2,1,2,2,12,5,55,1,2,0,0,0,1,0,0,0,0,1,3,1,2,1,1,2,1,1,0,0,3,1,0,1,0
1,2,1,1,1,12,6,2,1,0,0,0,1,3,1,1,0,0,1,1,0,1,2,1,2,1,1,1,0,2,2,0,1,0
1,1,2,2,2,7,1,2,2,0,0,0,0,2,1,1,2,1,1,3,1,3,2,2,2,1,1,1,0,2,2,0,1,0
0,2,1,3,3,3,5,55,2,1,1,0,0,1,1,1,0,0,1,3,1,3,2,2,2,1,1,1,0,3,2,0,1,0
1,1,2,1,1,3,19,38,2,0,0,1,0,2,0,1,0,0,1,1,0,2,2,1,1,2,2,0,0,1,1,1,1,0
0,3,1,3,3,12,2,16,1,3,1,0,1,3,1,1,2,1,3,3,1,3,2,2,2,0,2,1,1,2,2,1,1,0
1,1,2,1,1,6,13,11,1,1,1,1,1,3,1,0,0,0,1,3,1,2,3,2,1,1,1,0,0,3,2,1,0,1
0,1,4,4,4,3,19,15,4,4,1,1,1,3,1,1,3,1,1,3,1,3,3,1,2,0,1,1,0,3,3,0,1,0
1,3,2,3,3,7,1,2,3,2,1,1,1,3,1,1,3,1,2,3,1,3,2,2,2,0,0,1,0,2,2,1,1,0
1,1,1,1,1,1,13,11,1,2,1,0,0,1,1,0,0,0,1,2,1,2,3,2,2,2,2,0,0,2,2,0,0,1
0,2,2,2,1,8,2,17,2,2,1,0,0,3,0,0,0,0,1,2,0,1,2,3,1,2,2,0,0,1,2,1,1,0
1,2,2,1,1,3,13,33,1,3,1,1,1,3,1,1,2,1,1,3,1,2,2,2,2,2,0,1,1,3,2,1,1,0
1,1,2,1,1,3,13,46,2,0,1,0,1,2,1,1,3,1,2,2,1,2,2,2,2,0,0,0,0,2,2,1,1,0
0,1,2,2,2,3,9,26,1,0,1,0,0,1,0,0,0,0,1,1,0,2,3,1,3,2,2,0,1,2,1,1,1,0
1,2,2,2,2,7,8,58,2,0,0,0,0,1,1,0,3,1,1,3,1,3,2,2,2,1,1,1,0,2,2,0,1,0
1,1,2,2,1,3,13,46,1,0,0,0,0,1,0,0,2,1,1,2,0,2,2,2,2,0,2,0,0,2,1,0,0,1
0,1,1,1,1,12,2,43,2,0,1,0,0,1,0,0,1,0,1,2,0,2,1,2,2,1,1,0,0,2,2,1,0,1
1,1,3,2,1,7,1,10,1,1,0,0,1,2,0,0,1,0,1,1,0,3,1,3,1,2,2,0,0,2,1,1,1,0
0,1,2,1,1,12,14,57,3,2,1,1,0,1,1,1,3,1,2,2,1,3,2,1,2,0,0,1,0,3,3,0,0,1
1,3,2,4,4,7,8,58,3,1,0,0,0,1,1,0,3,1,1,1,1,3,2,2,2,1,1,1,0,3,3,0,1,0
0,1,1,1,1,6,1,57,1,4,1,1,1,3,1,1,1,1,2,3,1,3,2,2,2,0,0,1,0,3,3,0,0,1
1,1,2,2,1,3,1,57,1,1,0,1,1,3,1,0,1,1,1,2,0,2,2,3,1,2,2,0,0,2,2,1,1,0
1,2,1,2,2,12,6,51,1,1,1,1,0,3,1,0,1,1,1,2,1,2,2,2,2,1,1,1,0,2,2,1,1,0
1,1,2,2,1,0,6,50,2,0,1,1,1,3,0,0,1,1,2,2,1,2,1,3,2,1,1,1,0,2,2,1,1,0
0,1,2,2,1,4,1,2,2,2,1,1,0,1,1,0,1,1,1,1,0,3,2,3,1,2,2,0,0,1,1,1,0,1
1,1,2,1,1,3,19,14,2,1,1,1,0,1,1,1,0,1,1,3,1,3,3,2,2,2,0,1,0,3,3,1,0,1
0,2,3,1,1,0,14,9,3,1,0,0,0,1,0,0,1,1,2,1,0,1,2,1,3,1,1,1,0,2,2,0,1,0
1,3,2,4,4,7,8,58,1,1,0,0,0,1,1,0,2,1,1,2,1,2,3,1,2,2,1,1,0,2,2,0,1,0
0,1,2,1,1,3,1,2,1,0,1,0,1,3,0,0,1,1,2,1,0,1,2,2,2,2,2,0,0,2,1,0,0,1
1,2,2,2,1,3,1,30,1,0,0,0,0,1,0,0,1,1,1,2,0,2,2,1,2,0,0,0,0,2,2,0,1,0
0,1,1,2,2,8,5,55,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,3,1,1,0,0,1,1,0,0,1
0,3,4,1,1,7,8,58,1,1,0,0,0,1,0,0,2,0,1,1,0,1,1,2,3,2,2,0,0,1,1,1,1,0
1,1,1,1,1,0,13,11,2,0,1,1,1,2,0,0,1,1,1,2,1,2,2,1,2,1,1,1,0,2,2,1,0,1
0,1,1,1,1,6,13,46,1,1,1,0,1,2,0,0,0,0,1,2,1,3,3,2,2,1,0,0,0,2,3,0,0,1
0,1,2,1,1,3,19,14,2,1,1,0,1,2,0,0,1,1,2,2,0,3,2,2,2,2,2,0,0,2,1,1,0,1
0,4,2,7,7,5,9,57,2,0,0,0,0,2,1,0,1,0,1,3,1,2,3,2,2,2,2,0,0,2,2,0,1,0
0,2,3,3,1,11,0,0,2,0,1,0,0,1,0,0,1,0,1,1,0,1,2,1,2,0,0,0,0,2,2,0,1,0
1,1,2,1,1,0,13,11,1,0,1,0,1,2,0,0,1,1,1,2,0,2,1,1,2,0,0,0,0,2,2,1,0,1
0,1,1,1,1,6,13,11,1,1,0,1,1,3,0,0,0,1,1,1,1,2,2,2,2,1,1,1,0,3,3,0,0,1
0,1,2,1,1,3,19,46,2,2,1,0,0,1,0,0,1,0,1,2,0,2,1,1,1,2,2,0,0,1,1,1,0,1
0,2,2,2,2,3,19,33,1,0,1,1,1,3,0,0,0,0,1,2,0,2,2,2,2,0,2,0,0,2,1,0,1,0
