Gender,Age,Academic_degree,Years_Experience,Years_experience_lastorganization,Sector,Department,JobTitle,MonthlySalary,Allowances,MedicalInsurance,Bonus,OverTime,Payment_Overtime,Rewards&Wages_Satisfaction,Get_ Deserved_Promotion,Training_programs_ During_last_three_years,Useful_Training_Programs,Business_Travel,Job_Support,Recognition,Emotional_Commitment,Job_Engagement,Distance_to_work,Work_Live_Balance,Physical_Stress,Psychological_Exhaustion,Job_Stability,Health_Issues,Environment_Satisfaction,Job_Satisfaction,Job_Opportunities,Maritalstatus_married,Maritalstatus_single
1,1,3,2,2,11,1,20,3,3,1,1,1,3,1,1,2,1,1,3,1,2,2,2,2,1,0,1,0,2,2,0,1,0
0,1,2,1,1,10,5,55,1,0,0,0,1,3,0,0,1,1,1,2,1,2,1,3,1,2,2,0,0,1,1,1,1,0
0,3,3,2,2,8,2,17,4,2,1,1,1,3,0,0,1,0,2,2,0,1,2,1,3,0,2,1,0,2,2,0,1,0
1,2,2,2,2,3,19,15,2,2,1,0,0,2,0,1,0,0,2,2,1,2,2,2,2,2,2,0,1,2,2,0,0,1
0,1,2,1,1,3,19,38,2,2,1,1,1,3,1,1,2,1,2,3,0,3,2,2,3,2,2,0,0,2,2,0,1,0
1,2,2,2,1,11,14,24,1,1,0,0,0,1,0,0,3,0,1,1,0,3,2,3,3,0,0,0,0,3,1,1,0,1
0,1,2,1,1,3,2,36,2,2,1,0,1,2,0,0,1,1,1,2,0,3,2,3,3,1,1,0,0,1,1,1,0,1
1,1,2,1,1,3,19,14,2,0,0,0,0,1,0,0,0,0,2,2,1,2,2,2,2,2,2,1,0,2,2,0,0,1
0,2,2,3,3,7,8,58,2,0,1,1,1,3,1,1,3,1,1,3,1,3,2,2,2,0,1,1,0,2,3,1,1,0
1,2,2,2,1,12,6,50,1,3,1,1,1,3,0,0,1,1,1,3,1,3,3,1,3,1,0,0,0,1,1,1,0,1
1,2,3,2,2,7,1,2,2,0,1,0,0,1,1,1,3,1,1,2,1,3,2,2,2,0,0,1,1,3,3,0,1,0
1,2,2,2,2,3,19,33,1,4,1,1,1,3,1,1,2,1,1,3,1,3,3,2,2,0,2,1,1,2,2,1,1,0
0,3,2,2,2,7,8,58,1,0,1,0,0,1,0,0,1,1,1,3,1,3,3,1,3,1,1,1,0,3,3,1,1,0
1,3,2,3,3,7,1,30,2,0,0,0,0,1,0,0,2,1,1,1,1,2,2,1,1,0,1,1,0,2,1,0,1,0
0,2,2,1,1,7,8,58,1,0,0,1,1,3,0,0,0,0,1,1,1,2,1,3,1,2,2,0,0,1,1,1,1,0
1,3,2,5,2,7,8,58,1,2,1,0,0,1,0,0,0,0,1,3,1,2,2,2,2,2,2,1,0,2,2,1,1,0
0,2,3,1,1,3,2,2,2,2,1,0,1,2,0,0,1,0,1,2,0,2,2,2,2,2,2,1,1,2,2,1,0,0
0,1,1,1,1,12,2,36,1,3,1,1,1,3,1,1,0,0,1,2,1,3,2,2,3,0,0,0,1,2,2,0,0,1
0,1,2,2,2,1,1,2,3,1,1,0,0,1,1,1,1,1,3,3,1,3,2,1,2,1,1,1,0,3,3,0,1,0
1,2,1,2,1,12,17,31,1,1,1,0,0,1,0,0,0,0,1,1,1,1,2,1,1,2,2,0,0,2,3,1,0,0
0,3,2,1,1,6,1,2,7,2,1,1,1,3,1,1,1,1,3,3,1,3,2,2,2,1,1,1,0,3,3,1,1,0
0,2,1,2,2,12,9,17,1,3,1,1,1,3,1,1,2,1,3,3,1,3,2,1,3,2,0,1,1,2,3,0,0,1
0,2,3,2,2,7,8,29,3,1,0,0,0,1,1,1,2,1,1,2,0,2,2,2,2,0,0,1,1,2,2,0,1,0
1,3,2,4,4,7,8,58,2,0,0,0,0,1,0,0,3,0,1,1,1,3,3,2,2,2,2,1,1,1,2,0,1,0
0,2,3,4,3,8,2,36,3,2,1,1,1,3,1,0,3,1,2,2,0,1,2,2,2,1,0,1,0,2,2,1,1,0
1,1,1,1,1,3,19,33,1,1,1,1,0,3,0,1,1,1,2,2,1,2,2,2,2,0,2,1,0,1,2,1,1,0
1,1,2,2,2,11,6,50,2,1,1,0,0,2,0,0,1,0,1,1,0,3,1,1,1,2,2,0,0,2,1,0,1,0
1,1,2,2,1,0,17,31,3,1,1,1,0,1,1,1,2,1,2,3,1,2,1,2,2,1,1,0,0,2,2,1,0,1
1,2,2,1,1,3,19,15,2,1,1,0,0,3,0,0,0,0,1,2,1,2,2,1,1,1,1,0,1,2,1,0,1,0
1,1,1,1,1,11,0,19,1,0,1,1,1,3,0,0,1,1,2,2,1,2,3,2,3,1,1,0,0,2,2,1,0,1
1,1,1,1,1,6,14,10,2,4,1,1,1,3,1,1,1,1,1,3,1,3,2,2,2,2,0,1,0,2,2,0,0,1
0,2,2,2,1,8,2,17,3,1,0,0,1,3,0,0,1,1,1,1,0,2,2,1,3,1,1,1,0,1,1,1,1,0
0,1,1,1,1,12,3,39,1,2,0,1,1,3,1,1,1,1,1,2,1,2,2,2,2,0,0,1,0,2,2,0,0,1
1,1,2,2,2,3,1,30,2,1,1,0,0,2,0,0,1,0,1,2,1,2,2,1,3,2,2,0,0,1,1,1,0,1
0,2,3,2,2,3,19,15,2,4,1,1,1,3,1,1,3,1,1,3,1,3,2,2,2,0,0,1,0,2,3,0,1,0
1,1,2,2,2,11,6,9,1,0,0,1,1,2,0,1,0,0,1,1,1,3,2,3,2,0,1,0,0,3,2,0,1,0
1,1,2,1,1,3,19,33,1,2,1,1,0,1,0,0,1,1,1,1,1,2,2,2,3,2,2,0,0,3,2,1,0,1
1,1,1,1,1,7,8,59,1,0,0,0,0,1,0,0,0,0,1,2,1,1,1,2,3,2,2,0,0,1,1,0,0,1
1,1,2,1,1,7,8,58,2,0,0,0,0,1,1,1,3,1,1,1,0,1,2,1,3,0,0,0,1,2,1,0,1,0
1,2,2,1,1,11,12,5,2,2,1,1,1,1,0,0,3,1,1,2,0,3,1,3,2,1,2,0,0,2,1,1,1,0
0,2,2,2,2,13,9,32,3,2,1,1,1,3,1,1,2,1,3,2,1,2,2,2,2,1,1,1,0,1,3,0,0,1
1,1,2,1,1,3,14,10,1,0,0,0,0,1,0,0,0,0,1,1,1,3,2,2,2,0,0,0,0,2,2,0,1,0
1,2,2,1,1,3,13,11,1,2,1,0,0,2,0,0,0,0,1,1,0,1,1,2,3,0,2,0,0,1,1,0,1,0
0,2,1,1,1,12,2,44,1,3,1,0,0,2,0,1,0,0,1,3,1,2,2,2,3,1,2,0,1,2,1,0,1,0
1,1,2,1,1,0,13,11,1,2,1,0,0,1,1,0,0,0,1,2,1,2,2,2,2,0,2,0,0,2,2,0,1,0
0,1,1,2,2,12,3,39,2,2,1,0,0,1,0,0,0,0,1,2,0,2,2,3,1,2,2,0,0,2,1,1,0,1
1,3,2,5,5,7,8,58,2,0,0,0,0,1,1,1,3,1,1,2,1,3,3,1,3,2,2,1,1,3,3,0,1,0
0,2,2,2,1,9,2,40,3,2,1,0,0,1,0,0,1,1,2,2,1,2,2,2,1,2,2,0,0,3,1,1,1,0
1,1,2,2,1,13,0,0,2,2,1,0,0,2,0,0,0,0,1,1,1,3,1,2,1,2,2,0,0,1,1,1,0,1
1,1,2,2,2,8,1,54,2,2,1,1,0,1,1,1,2,0,2,2,1,2,2,2,2,1,1,0,0,1,2,0,1,0
0,2,3,2,2,6,1,2,4,4,1,1,1,3,1,1,3,1,2,3,1,2,2,2,3,2,0,1,0,2,3,1,1,0
1,1,2,2,1,7,8,58,2,0,0,0,0,1,0,0,0,0,1,1,0,1,2,1,2,1,2,0,0,1,1,1,1,0
0,3,2,4,1,13,5,18,6,2,1,1,1,3,1,1,3,1,3,2,1,3,2,3,2,1,1,1,0,2,2,1,1,0
1,1,2,1,1,14,16,28,1,2,0,0,1,2,0,0,0,0,1,2,0,2,2,1,2,1,0,0,1,2,1,1,0,1
1,1,2,2,1,11,0,53,1,0,1,0,0,1,1,0,2,1,1,2,0,2,1,2,3,2,2,0,0,2,3,0,1,0
1,1,2,2,1,2,1,21,2,4,0,0,1,2,0,0,0,0,1,2,1,3,3,2,3,1,0,0,0,3,2,1,0,1
1,1,2,1,1,7,8,58,2,0,1,0,0,1,1,1,0,0,1,3,1,3,2,2,1,0,1,1,1,2,3,1,0,1
0,1,1,2,2,6,9,18,3,2,1,1,1,3,1,1,3,1,1,3,1,3,2,2,2,1,1,1,1,2,2,1,0,0
1,1,2,1,1,3,19,57,3,2,1,0,1,1,1,1,0,1,2,3,1,3,2,2,2,1,1,1,1,3,3,1,1,0
1,3,2,2,2,12,6,50,2,1,1,1,0,1,1,1,2,1,3,3,1,3,2,2,2,0,0,1,0,3,3,0,1,0
0,2,2,2,1,5,0,1,3,1,1,1,0,1,1,1,2,1,2,2,1,3,2,2,3,0,1,1,0,2,2,1,1,0
1,4,2,3,3,3,1,54,2,3,1,0,0,1,1,0,1,0,1,1,0,3,1,2,2,0,1,0,0,1,2,0,1,0
1,1,2,2,2,11,11,60,4,2,0,0,0,1,0,0,0,0,1,2,1,2,2,2,2,2,1,0,0,3,2,0,0,1
0,2,2,2,2,1,1,2,3,1,1,1,0,1,1,1,2,1,2,3,1,3,2,2,2,1,1,1,0,2,2,1,1,0
1,2,2,2,2,7,8,58,2,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,2,1,2,0,0,1,1,0,1,0
0,1,2,2,1,3,1,2,2,1,1,1,1,3,1,1,1,1,1,2,0,3,2,2,2,2,0,0,0,2,2,1,1,0
1,1,1,1,1,3,13,46,2,0,1,1,0,2,1,1,3,1,1,3,0,2,2,2,2,0,0,0,0,2,2,0,0,1
1,1,2,1,1,3,19,38,2,0,1,0,1,2,1,0,0,1,1,2,1,2,2,2,2,2,1,1,0,2,2,1,0,1
1,1,2,2,2,12,3,39,2,2,1,1,0,3,1,1,1,1,1,2,1,2,2,2,2,2,2,0,0,2,2,0,0,1
1,1,1,2,2,3,13,11,2,2,1,1,1,2,1,0,0,0,1,1,1,3,3,2,1,1,2,1,0,3,1,0,0,1
0,2,2,2,1,12,1,30,2,1,1,0,0,1,1,1,0,0,1,3,1,3,2,1,3,1,1,1,0,3,2,1,1,0
0,3,2,4,4,11,13,11,2,2,1,1,0,1,0,0,3,1,1,3,0,3,3,2,2,2,2,0,0,2,2,0,1,0
0,2,3,2,2,11,1,20,1,1,0,0,0,1,1,1,0,0,1,2,1,3,2,1,3,0,0,1,0,2,2,1,1,0
1,1,1,2,2,7,1,30,2,0,1,0,0,2,1,0,1,1,1,3,1,3,2,1,1,0,1,1,0,2,2,0,1,0
1,1,3,1,1,7,1,30,1,0,0,0,0,2,0,0,1,0,1,1,0,2,2,2,1,2,2,0,0,2,2,1,0,1
0,2,3,2,1,8,4,47,2,2,1,1,0,1,1,1,2,1,1,3,1,2,2,1,2,1,1,0,0,2,2,1,1,0
1,2,2,2,1,3,5,55,1,2,1,1,0,1,0,0,0,0,1,2,0,2,2,1,2,2,2,0,1,2,2,1,1,0
0,1,3,2,2,9,7,8,3,2,1,0,1,3,0,0,0,0,2,1,0,1,1,2,2,2,2,0,0,1,1,1,1,0
0,1,3,2,1,8,2,44,3,3,1,1,1,3,1,1,2,1,2,3,1,2,2,1,2,0,2,1,1,2,2,1,0,1
1,2,1,2,2,1,6,51,1,2,1,0,0,2,0,0,0,0,1,1,0,3,3,3,2,0,2,0,1,1,1,0,1,0
1,1,2,1,1,7,10,59,1,0,0,0,0,1,1,1,3,1,1,2,1,2,1,1,3,0,0,0,0,3,3,1,0,1
0,1,2,1,1,8,2,17,4,0,0,0,0,2,0,0,1,0,3,1,0,1,3,1,3,1,1,0,0,1,2,1,0,0
1,2,2,2,2,3,6,51,2,2,1,0,1,2,1,1,2,1,2,2,0,3,2,2,1,0,0,1,0,2,2,0,1,0
1,1,3,2,2,11,6,50,2,0,0,0,0,1,0,0,0,0,1,2,1,3,3,3,2,1,0,1,0,2,2,0,1,0
1,2,3,2,1,11,9,13,2,2,1,0,0,2,0,0,0,0,1,1,0,1,2,2,2,0,0,0,1,2,1,0,1,0
0,1,1,2,2,6,5,55,1,1,0,0,0,3,0,0,0,0,1,1,0,1,2,2,2,2,0,0,0,1,1,0,0,1
0,2,2,3,3,6,6,50,2,3,1,1,1,3,1,1,2,1,3,3,1,3,3,2,2,2,2,1,0,2,3,1,1,0
1,1,2,1,1,7,8,58,2,1,0,0,0,1,1,0,1,1,1,2,1,1,1,3,2,1,1,0,0,2,2,1,0,1
0,1,2,2,2,3,19,38,2,1,1,0,0,1,1,0,1,1,2,2,1,2,2,2,2,1,1,1,0,2,2,0,1,0
0,3,2,4,4,7,8,58,1,0,1,0,1,3,1,0,3,1,3,1,0,2,1,2,2,2,2,0,0,2,2,1,1,0
1,1,2,3,2,7,8,58,1,1,1,0,1,3,0,0,0,1,1,1,0,2,3,2,1,1,0,0,0,2,2,1,0,1
1,2,3,3,3,11,1,2,4,2,1,1,1,3,1,1,2,1,2,3,1,3,3,2,2,1,1,1,0,3,3,0,1,0
1,1,1,1,1,3,13,46,1,0,1,1,1,3,1,1,2,1,1,2,1,2,3,1,2,2,0,1,0,2,2,0,1,0
0,1,3,2,1,11,6,51,1,0,1,1,1,2,0,0,2,1,3,1,0,2,1,2,1,2,2,0,0,2,1,0,1,0
0,3,4,3,1,3,2,9,7,2,1,0,1,2,0,1,2,1,3,2,1,2,2,1,2,2,1,0,0,2,1,1,1,0
0,2,3,2,2,11,1,20,3,1,1,1,1,3,0,0,1,1,2,3,1,3,2,3,1,0,0,0,0,2,2,1,1,0
1,3,1,2,1,11,6,51,1,2,1,0,0,3,1,1,1,1,1,3,1,3,3,3,3,0,0,1,0,3,3,0,1,0
0,1,2,1,1,8,13,11,1,2,1,0,1,3,0,0,1,1,1,1,0,1,2,3,1,0,0,0,0,1,2,0,1,0
0,2,2,2,2,8,2,17,3,1,1,1,0,1,0,0,1,1,1,2,1,2,2,2,2,0,1,0,1,2,2,1,1,0
0,1,2,1,1,7,15,26,3,3,1,1,1,3,1,1,2,1,2,2,1,2,2,1,1,0,0,1,0,3,3,1,0,1
0,1,1,1,1,1,5,55,1,0,0,0,0,1,0,0,0,0,1,1,0,2,2,2,2,0,0,0,0,1,2,0,1,0
1,1,1,2,1,7,1,30,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,2,2,1,1,0,0,1,1,0,0,1
0,2,3,2,2,10,14,24,2,1,1,0,0,1,0,0,0,0,3,1,0,1,1,1,2,1,2,0,0,2,1,0,0,1
0,2,2,2,2,7,1,2,2,0,1,0,0,1,1,1,3,1,1,3,1,3,2,2,2,0,0,1,0,2,3,0,1,0
0,1,1,1,1,6,2,13,1,2,1,0,0,1,1,1,2,1,1,2,1,2,2,1,3,1,1,1,0,2,2,0,0,0
0,3,2,3,3,7,8,58,1,0,0,1,0,1,0,0,1,1,1,1,1,3,2,2,3,2,1,1,1,3,2,0,1,0
1,1,2,1,1,1,0,0,1,0,0,1,0,3,0,0,0,0,1,1,0,1,1,2,1,1,2,0,1,1,2,1,0,1
1,1,1,2,1,1,6,3,2,1,1,1,1,2,1,0,1,1,1,3,1,3,2,2,3,1,2,0,1,3,2,1,1,0
0,1,2,1,1,11,2,20,1,0,0,0,0,3,0,0,1,0,1,3,0,2,2,2,2,2,0,0,0,2,2,1,0,1
1,2,2,1,1,3,19,33,2,1,1,0,0,1,1,0,0,0,1,2,0,2,2,2,2,1,0,0,0,2,2,1,1,0
1,2,2,4,3,7,8,58,1,0,0,0,0,1,0,0,3,1,1,3,0,2,1,2,2,2,2,0,0,2,1,0,0,1
1,1,2,1,1,3,19,27,2,3,0,0,0,1,1,1,1,1,2,2,1,2,2,2,1,0,0,1,0,3,3,0,0,1
1,2,2,1,1,0,13,11,2,2,1,1,1,3,1,1,1,1,2,3,1,3,2,1,2,1,1,1,0,2,2,0,1,0
0,1,1,1,1,2,6,52,1,0,1,1,1,3,1,1,1,1,3,3,0,2,2,2,1,2,2,1,1,3,3,1,0,1
1,2,2,1,1,3,1,2,3,3,1,1,1,3,1,1,3,1,3,2,0,2,1,2,1,2,2,0,1,2,1,0,1,0
0,1,2,1,1,12,1,2,2,2,1,0,0,1,0,0,0,0,1,1,0,2,1,3,1,1,2,0,0,1,1,0,0,1
1,2,2,2,2,0,2,13,2,2,0,1,1,3,1,1,3,1,1,3,1,3,2,2,2,1,1,1,0,2,2,0,1,0
0,1,2,4,4,7,8,58,1,1,1,1,0,1,1,1,1,1,1,3,1,3,3,1,3,2,0,1,0,2,3,0,1,0
1,1,2,1,1,7,1,2,1,0,0,0,1,2,0,0,2,1,1,2,1,2,2,1,1,1,2,0,1,2,2,0,1,0
1,1,2,1,1,0,13,11,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,2,0,1,0,0,1,1,0,1,0
1,1,1,6,3,12,2,43,2,3,1,1,0,3,0,0,0,0,1,1,0,2,2,1,2,2,2,0,0,3,1,1,1,0
1,3,1,1,1,7,1,30,1,0,0,0,0,1,0,0,1,1,1,1,0,2,2,2,3,1,1,0,0,2,1,1,1,0
0,2,1,1,1,10,9,26,1,3,1,0,0,1,0,0,1,1,1,1,0,1,2,2,1,0,1,0,0,2,1,0,0,1
1,1,2,1,1,3,19,33,1,2,0,1,1,3,1,1,3,1,2,3,1,3,2,2,2,1,1,1,0,2,2,0,0,1
1,1,2,2,1,8,6,42,3,0,1,1,1,3,1,1,1,0,2,2,1,2,2,2,2,2,2,1,0,3,2,1,0,1
0,2,2,1,1,3,19,15,2,1,0,0,0,2,0,0,1,0,2,1,1,1,3,2,2,2,2,0,0,1,3,0,0,1
1,1,3,2,2,7,1,2,2,0,0,0,0,1,1,1,0,0,1,3,1,2,2,2,3,1,1,1,0,2,3,0,1,0
1,3,2,3,1,7,8,58,1,0,0,0,0,2,0,0,3,1,1,1,0,1,3,1,2,2,2,0,1,2,1,1,0,1
0,1,2,1,1,0,2,41,3,4,1,1,1,3,1,0,1,0,2,2,1,2,2,2,2,2,2,1,0,2,1,0,0,1
0,1,2,1,1,11,5,55,2,2,1,0,0,1,1,0,1,0,1,2,1,2,2,2,2,1,1,0,0,2,2,0,0,1
1,3,2,2,2,7,1,30,2,0,0,0,0,1,1,1,2,1,1,2,1,2,2,1,2,1,0,1,0,2,2,0,1,0
1,1,2,2,1,3,13,11,1,0,1,0,0,1,0,1,0,0,1,2,1,2,2,2,2,1,1,0,0,2,2,1,0,1
0,2,2,2,2,13,2,8,2,0,1,0,0,1,0,0,0,0,1,2,0,2,2,2,2,0,0,0,0,2,3,0,1,0
0,2,2,2,2,11,14,24,2,1,1,1,0,1,1,1,1,1,2,2,1,2,2,1,3,0,0,1,0,2,2,1,1,0
1,1,2,1,1,5,1,30,1,1,1,0,0,2,1,0,1,1,1,2,1,2,2,2,2,1,1,1,0,2,2,1,0,1
0,1,2,1,1,0,6,50,2,1,1,1,1,2,1,1,1,0,1,2,1,2,2,1,2,0,0,1,1,2,2,1,0,1
1,2,2,2,2,7,10,58,1,0,0,0,0,1,0,1,1,1,1,3,1,3,2,1,3,1,1,0,1,2,2,0,0,1
0,2,2,2,2,12,1,57,3,2,1,1,1,3,1,1,3,1,2,3,1,3,2,1,3,0,0,0,0,3,3,0,1,0
0,1,4,2,2,3,19,15,3,3,1,1,1,3,1,1,3,1,1,2,1,2,2,2,3,0,1,1,0,2,3,0,1,0
1,1,2,1,1,12,6,52,1,3,1,1,1,3,0,0,2,1,1,1,0,2,2,1,2,2,2,1,0,2,2,1,0,1
0,3,2,2,2,7,8,58,1,1,1,0,0,1,0,0,3,1,2,2,0,1,1,2,2,2,2,0,0,1,1,1,1,0
1,2,2,2,2,5,1,30,2,1,1,1,0,1,1,1,1,1,1,3,1,3,3,3,3,1,1,1,0,2,3,0,1,0
1,1,2,1,1,5,13,11,2,3,1,1,1,3,0,0,1,1,1,2,1,2,2,2,2,2,2,1,0,1,2,0,0,1
1,2,2,2,2,11,1,20,3,1,1,1,1,3,1,1,1,1,2,3,1,3,2,1,2,0,1,1,0,2,2,1,0,1
1,1,2,1,1,9,2,41,2,3,1,0,1,2,0,0,2,1,3,3,1,3,3,2,3,1,1,1,0,3,2,1,1,0
0,2,1,2,2,1,1,2,3,4,1,1,1,3,0,0,1,1,3,2,1,2,3,2,3,1,1,1,0,2,2,1,0,1
1,1,2,2,1,3,13,11,2,0,1,0,0,1,0,0,2,1,1,2,1,2,1,3,1,2,1,0,0,2,2,1,0,1
0,1,2,2,2,3,19,33,1,3,1,1,1,1,1,1,1,1,1,3,1,3,2,1,3,1,1,1,0,2,3,0,1,0
1,3,2,3,3,7,8,58,3,0,0,0,0,2,1,1,3,1,1,2,1,2,2,1,2,1,1,1,0,2,3,0,1,0
1,1,2,1,1,0,4,48,1,1,1,1,1,3,1,1,1,1,3,3,1,3,1,3,1,2,2,1,1,3,3,1,1,0
1,1,2,2,2,7,8,58,1,0,0,0,0,1,1,1,2,1,1,2,1,2,2,3,2,1,1,1,0,2,1,1,1,0
0,1,2,1,1,7,8,24,1,0,0,0,0,1,1,1,1,1,1,2,1,2,1,2,2,1,1,0,0,2,2,1,0,1
0,2,3,2,2,3,19,34,3,3,1,1,0,1,0,0,2,1,1,2,0,1,3,1,3,1,1,0,0,2,1,1,1,0
0,1,2,1,1,3,19,14,1,1,0,0,0,1,0,0,0,0,1,2,0,2,2,3,1,2,2,0,0,2,1,1,0,1
1,3,2,2,2,12,6,2,2,2,1,1,0,2,0,1,3,1,2,2,1,3,2,1,2,1,1,1,0,2,2,1,1,0
0,3,1,2,2,5,13,11,2,2,1,1,0,3,0,0,1,0,1,1,0,3,3,2,1,1,0,0,0,1,3,1,0,0
0,1,1,2,2,6,6,52,1,0,1,0,0,1,1,1,2,1,1,3,1,2,2,2,1,0,0,0,0,2,2,0,0,1
1,1,2,1,1,0,13,11,2,0,1,0,0,1,0,0,1,1,1,3,1,2,2,1,2,0,0,0,0,2,2,1,0,1
0,1,1,2,2,11,13,11,2,2,1,1,1,2,0,0,2,1,1,2,1,2,2,3,2,1,1,1,0,2,1,1,1,0
0,2,1,1,1,3,13,46,1,0,1,0,1,3,0,0,0,1,1,2,1,2,3,3,3,1,1,0,1,3,2,0,0,1
0,1,2,2,1,12,5,55,3,2,1,0,1,2,0,0,1,1,1,1,0,1,3,3,1,1,2,0,0,1,1,1,1,0
0,2,2,4,1,6,10,59,1,2,1,0,1,3,0,0,1,1,1,2,0,2,2,1,3,0,0,1,0,2,2,1,1,0
0,3,3,3,2,8,14,23,3,2,1,1,0,1,1,1,3,1,2,3,1,3,2,3,1,0,2,0,0,3,2,1,0,0
1,2,2,1,1,7,8,58,1,0,1,1,1,3,1,1,0,0,1,2,1,2,2,2,2,1,1,0,1,2,1,0,1,0
0,2,2,3,1,3,19,33,2,2,1,1,0,1,1,1,2,1,1,2,1,2,2,2,1,2,0,1,1,3,2,1,1,0
1,1,2,1,1,1,6,52,1,1,1,0,1,2,0,0,0,0,1,1,0,1,2,2,1,2,2,0,0,2,1,1,0,1
1,1,2,2,2,3,19,33,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,3,2,0,0,0,1,2,2,0,1,0
0,2,3,2,2,11,6,1,4,2,1,1,1,3,1,1,2,1,2,3,1,3,2,1,2,0,0,1,0,2,2,1,1,0
1,1,1,1,1,5,1,30,1,0,0,0,0,1,0,0,0,0,1,2,0,1,2,2,2,1,1,0,0,2,1,0,0,1
0,1,1,2,1,0,13,11,1,0,0,0,0,1,0,0,0,0,1,1,0,1,2,2,2,1,0,0,0,2,1,0,0,1
0,1,3,1,1,7,1,2,2,0,0,0,0,2,0,0,0,0,2,1,0,2,2,2,2,2,2,0,0,1,1,1,0,1
1,2,2,4,4,7,8,58,3,1,0,0,0,1,1,1,3,1,2,2,0,2,2,2,2,2,2,1,0,2,3,0,1,0
1,1,2,1,1,6,1,2,1,0,0,0,0,1,0,0,0,0,1,2,0,1,1,3,2,2,2,0,0,1,1,1,1,0
1,1,2,1,1,11,12,5,2,2,1,1,0,1,1,0,1,1,1,2,0,2,2,3,2,2,2,0,0,1,1,0,1,0
1,1,1,1,1,12,6,52,1,2,1,1,1,3,1,0,2,1,1,2,1,2,2,1,2,2,1,1,0,2,2,0,0,1
0,1,3,2,1,8,2,32,3,2,1,1,1,3,1,0,0,0,3,1,0,3,2,3,2,2,2,1,0,3,1,1,0,1
1,2,2,2,1,7,8,58,2,1,0,0,0,1,0,0,3,0,1,2,1,2,1,2,2,1,1,0,0,2,2,1,1,0
0,2,1,1,1,2,1,53,1,1,1,1,1,3,0,0,0,0,2,2,1,1,2,1,2,1,1,1,0,2,2,0,1,0
1,1,2,2,2,3,13,57,2,2,1,1,1,3,0,1,1,1,1,2,1,3,2,2,2,0,2,0,0,2,2,0,0,1
1,3,1,2,1,7,13,30,1,1,1,0,0,1,0,0,1,1,1,2,0,2,2,3,2,1,1,0,0,2,2,0,1,0
1,2,2,1,1,7,8,58,1,0,0,0,0,1,0,0,1,1,1,2,1,3,3,1,2,2,1,1,0,3,2,0,1,0
0,1,1,2,1,7,13,11,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,2,0,1,1,1,0,0,1
1,3,3,4,1,3,19,27,3,2,1,1,0,1,1,1,1,1,1,2,1,3,3,1,3,1,0,1,0,3,3,1,1,0
1,1,2,1,1,10,2,7,2,1,0,0,0,1,0,0,0,0,1,1,0,2,2,2,2,0,0,0,0,1,1,0,0,1
0,2,1,2,2,0,5,55,1,0,0,0,0,1,0,0,0,0,1,1,1,2,2,2,2,2,2,0,0,2,1,0,0,0
1,1,2,2,1,1,6,52,1,2,1,1,1,3,0,0,0,0,1,1,0,2,2,2,2,2,1,0,1,2,2,1,1,0
1,3,2,1,1,3,1,2,1,0,0,0,1,2,0,0,0,0,1,1,0,1,1,3,3,2,1,0,0,2,1,0,1,0
0,2,3,3,3,7,1,30,3,1,0,0,0,2,0,0,1,0,1,1,0,1,3,1,2,0,2,1,0,1,1,0,1,0
1,1,1,1,1,3,19,15,2,4,1,1,1,2,0,1,1,1,1,3,1,3,3,1,3,1,0,1,0,2,2,0,0,1
0,2,2,5,2,11,0,19,2,3,1,1,1,2,1,0,1,1,1,2,1,3,2,2,2,1,1,0,0,2,2,0,1,0
0,1,2,2,2,3,19,33,1,3,1,1,0,1,1,0,3,1,2,2,1,3,3,3,1,0,1,1,0,2,3,0,0,1
0,3,4,4,4,11,15,26,2,4,1,1,1,3,1,1,3,1,1,3,1,3,2,2,2,0,0,1,1,3,3,0,1,0
0,1,1,1,1,12,6,50,2,2,1,1,1,3,0,0,1,1,2,2,1,3,3,2,1,2,2,1,0,2,2,1,0,1
1,3,4,2,2,3,19,15,6,2,0,0,0,1,0,0,0,0,3,1,0,2,2,2,2,1,1,1,1,2,2,1,1,0
1,1,2,2,2,1,14,23,3,1,1,1,1,3,1,0,0,0,1,2,1,2,2,3,1,2,2,1,0,2,2,1,0,1
1,2,2,2,2,5,4,48,2,1,1,0,0,1,0,0,2,1,1,1,1,3,2,3,2,0,0,0,0,2,2,1,1,0
1,1,3,1,1,11,13,11,2,1,1,1,1,3,1,1,3,1,1,3,1,3,3,2,2,0,1,1,0,3,3,0,0,1
0,1,1,2,1,3,4,48,1,0,0,0,0,1,0,0,0,0,1,1,0,1,2,2,2,0,0,0,0,2,1,0,0,1
1,2,2,2,2,3,4,48,3,1,1,1,0,1,0,0,2,1,2,2,1,3,2,2,2,2,2,1,1,3,2,1,1,0
1,2,2,1,1,0,13,11,1,0,0,0,0,1,0,0,0,0,1,2,1,2,2,2,2,1,1,0,0,1,1,1,1,0
0,3,3,3,2,11,2,22,6,3,1,1,1,3,1,1,3,1,2,3,1,3,3,3,1,2,1,0,1,3,2,1,1,0
